id;name;genre;type;episodes;rating;members;aired
182;Tenkuu no Escaflowne;Adventure, Fantasy, Mecha, Romance, Shoujo;TV;26;780.0;83437;02/04/1996
21867;The Disappearance of Conan Edogawa: The Worst Two Days in History;Adventure, Comedy, Mystery, Police, Shounen;Special;1;780.0;3735;26/12/2014
16011;Tokyo Ravens;Comedy, School, Shounen, Super Power, Supernatural;TV;24;780.0;171384;09/10/2013
22819;Aikatsu! Movie;Music, School, Shoujo, Slice of Life;Movie;1;779.0;2813;13/12/2014
9062;Angel Beats! Specials;Action, Comedy, School, Supernatural;Special;2;779.0;139013;22/12/2010
477;Aria The Animation;Fantasy, Sci-Fi, Shounen, Slice of Life;TV;13;779.0;76913;06/10/2005
6772;Break Blade 1: Kakusei no Toki;Action, Fantasy, Mecha, Military, Shounen;Movie;1;779.0;58184;29/05/2010
5177;Denpa-teki na Kanojo;Mystery, School, Thriller;OVA;2;779.0;85409;04/02/2009
2229;Dragon Quest: Dai no Daibouken;Adventure, Comedy, Demons, Fantasy, Magic, Martial Arts, Shounen;TV;46;779.0;8999;17/10/1991
6927;Higashi no Eden Soushuuhen: Air Communication;Comedy, Mystery, Romance;Movie;1;779.0;20059;26/09/2009
4811;Ichigo Mashimaro Encore;Comedy, Slice of Life;OVA;2;779.0;12790;23/01/2009
13403;Inu x Boku SS Special;Comedy, Shounen, Supernatural;Special;1;779.0;46803;26/09/2012
228;Jigoku Shoujo;Horror, Mystery, Psychological, Supernatural;TV;26;779.0;172415;05/10/2005
30952;New Initial D Movie: Legend 3 - Mugen;Cars, Seinen, Sports;Movie;1;779.0;3479;06/02/2016
24135;Nobunaga Concerto;Historical, Romance, Shounen;TV;10;779.0;25167;12/07/2014
12021;Poyopoyo Kansatsu Nikki;Comedy, Seinen, Slice of Life;TV;52;779.0;13832;08/01/2012
17249;Pretty Rhythm: Rainbow Live;Music, Shoujo, Slice of Life, Sports;TV;51;779.0;4838;06/04/2013
1011;Ranma ½ Super;Adventure, Comedy, Martial Arts, Romance, Shounen, Supernatural;OVA;3;779.0;9936;21/09/1995
18119;Servant x Service;Comedy, Slice of Life;TV;13;779.0;81037;05/07/2013
2787;Shakugan no Shana II (Second);Action, Drama, Fantasy, Romance, School, Supernatural;TV;24;779.0;184525;05/10/2007
6046;Tales of Vesperia: The First Strike;Action, Adventure, Fantasy, Magic, Military;Movie;1;779.0;30524;03/10/2009
9000;Toaru Hikuushi e no Tsuioku;Adventure, Military, Romance;Movie;1;779.0;28857;01/10/2011
10717;Towa no Quon 6: Towa no Quon;Action, Super Power, Supernatural;Movie;1;779.0;18624;26/11/2011
31580;Ajin;Action, Horror, Mystery, Seinen, Supernatural;TV;13;778.0;160972;16/01/2016
31483;Akagami no Shirayuki-hime: Nandemonai Takaramono, Kono Page;Drama, Fantasy, Romance, Shoujo;OVA;1;777.0;20749;05/01/2016
531;Bishoujo Senshi Sailor Moon R: The Movie;Drama, Magic, Romance, Shoujo;Movie;1;778.0;33682;05/12/1993
4596;Code Geass: Hangyaku no Lelouch Special Edition Black Rebellion;Action, Mecha, Military, School, Super Power;OVA;1;778.0;23285;22/02/2008
1015;Full Metal Panic! The Second Raid: Wari to Hima na Sentaichou no Ichinichi;Comedy;Special;1;778.0;51688;26/05/2006
4725;Ga-Rei: Zero;Action, Super Power, Supernatural, Thriller;TV;12;778.0;145102;06/10/2008
6637;Higashi no Eden Movie II: Paradise Lost;Action, Comedy, Drama, Mystery, Romance, Thriller;Movie;1;778.0;87062;13/03/2010
255;Jungle wa Itsumo Hare nochi Guu Final;Comedy, Slice of Life;OVA;7;778.0;7576;21/12/2003
23385;Kyoukai no Kanata: Shinonome;Fantasy, Slice of Life, Supernatural;Special;1;778.0;42344;02/07/2014
1418;"Lupin III: Episode 0 &quot;First Contact&quot;";Action, Adventure, Comedy, Mystery, Shounen;Special;1;778.0;4499;26/07/2002
14511;Minami-ke Tadaima;Comedy, School, Slice of Life;TV;13;778.0;31394;06/01/2013
10389;Momo e no Tegami;Drama, Supernatural;Movie;1;778.0;30519;21/04/2012
7592;Nurarihyon no Mago;Action, Demons, Shounen, Supernatural;TV;24;778.0;122976;06/07/2010
31289;One Piece: Episode of Sabo - 3 Kyoudai no Kizuna Kiseki no Saikai to Uketsugareru Ishi;Action, Adventure, Comedy, Drama, Fantasy, Shounen, Super Power;Special;1;778.0;11922;22/08/2015
32729;Orange;Drama, Romance, School, Sci-Fi, Shoujo;TV;13;778.0;165358;04/07/2016
2112;Over Drive;Shounen, Sports;TV;26;778.0;28007;04/04/2007
208;R.O.D OVA;Action, Adventure, Historical, Magic, Mystery, Sci-Fi;OVA;3;778.0;41701;23/05/2001
1008;Ranma ½ Specials;Comedy, Drama, Romance, Shounen;OVA;2;778.0;11084;16/12/1994
65;Rozen Maiden: Träumend;Action, Comedy, Drama, Magic, Seinen;TV;12;778.0;72645;21/10/2005
2499;Slam Dunk: Hoero Basketman-damashii! Hanamichi to Rukawa no Atsuki Natsu;Comedy, Drama, School, Shounen, Slice of Life, Sports;Movie;1;778.0;7856;15/07/1995
3470;Special A;Comedy, Romance, School, Shoujo;TV;24;778.0;173603;07/04/2008
26;Texhnolyze;Action, Drama, Psychological, Sci-Fi;TV;22;778.0;95859;17/04/2003
1293;Urusei Yatsura;Action, Adventure, Comedy, Drama, Romance, Sci-Fi;TV;195;778.0;23020;14/10/1981
856;Utawarerumono;Action, Drama, Fantasy, Sci-Fi;TV;26;778.0;91034;04/04/2006
2214;Black Jack 21;Action, Drama;TV;17;777.0;6063;10/04/2006
32108;Digimon Adventure tri. 2: Ketsui;Action, Adventure, Comedy, Drama;Movie;1;777.0;30684;12/03/2016
123;Fushigi Yuugi;Adventure, Comedy, Drama, Fantasy, Historical, Magic, Martial Arts, Romance, Shoujo;TV;52;777.0;61622;06/04/1995
488;Ichigo Mashimaro;Comedy, Slice of Life;TV;12;777.0;46333;15/07/2005
3603;JoJo no Kimyou na Bouken: Phantom Blood;Action, Adventure, Horror, Shounen, Vampire;Movie;1;777.0;8534;17/02/2007
32268;Koyomimonogatari;Comedy, Mystery, Supernatural;ONA;12;777.0;45632;10/01/2016
7270;Mobile Suit Gundam 00 Special Edition;Action, Drama, Mecha, Military, Sci-Fi;OVA;3;777.0;7087;27/10/2009
1376;Ojamajo Doremi Na-i-sho;Comedy, Fantasy, Magic, Shoujo;OVA;13;777.0;3620;26/06/2004
464;One Piece Movie 6: Omatsuri Danshaku to Himitsu no Shima;Adventure, Comedy, Fantasy, Shounen;Movie;1;777.0;37792;05/03/2005
9745;Sengoku Basara Movie: The Last Party;Action, Historical, Martial Arts, Samurai, Super Power;Movie;1;777.0;18267;04/06/2011
21843;Shingeki no Bahamut: Genesis;Action, Adventure, Demons, Fantasy, Magic, Supernatural;TV;12;777.0;143701;06/10/2014
539;Tenchi Muyou! Ryououki;Action, Comedy, Sci-Fi, Shounen, Space;OVA;6;777.0;25902;25/09/1992
14227;Tonari no Kaibutsu-kun;Comedy, Romance, School, Shoujo, Slice of Life;TV;13;777.0;349836;02/10/2012
24151;Ao Haru Ride OVA;Romance, School, Shoujo, Slice of Life;OVA;2;776.0;46864;25/08/2014
997;Bishoujo Senshi Sailor Moon S: Kaguya Hime no Koibito;Adventure, Comedy, Drama, Fantasy, Magic, Romance, Shoujo;Movie;1;776.0;29394;04/12/1994
24913;Bokura wa Minna Kawaisou: Hajimete no;Comedy, Romance, School, Slice of Life;Special;1;776.0;20622;30/01/2015
31478;Bungou Stray Dogs;Action, Comedy, Mystery, Seinen, Supernatural;TV;12;776.0;187805;07/04/2016
28479;Detective Conan Movie 19: The Hellfire Sunflowers;Action, Mystery, Police, Shounen;Movie;1;777.0;8600;18/04/2015
2471;Doraemon (1979);Adventure, Comedy, Fantasy, Kids, Sci-Fi, Shounen;TV;1787;776.0;14233;02/04/1979
240;Genshiken;Comedy, Parody, Slice of Life;TV;12;776.0;104258;10/10/2004
1301;Ginga Tetsudou 999 (Movie);Adventure, Drama, Fantasy, Sci-Fi, Space;Movie;1;776.0;7237;04/08/1979
18619;Girls und Panzer: Kore ga Hontou no Anzio-sen Desu!;Military, School;OVA;1;776.0;16143;25/07/2014
5060;Hetalia Axis Powers;Comedy, Historical, Parody;ONA;52;776.0;144898;24/01/2009
3731;Itazura na Kiss;Comedy, Romance, Shoujo;TV;25;776.0;136279;05/04/2008
1412;Lupin III;Action, Adventure, Comedy, Shounen;TV;23;776.0;34373;24/10/1971
20785;Mahouka Koukou no Rettousei;Magic, Romance, School, Sci-Fi, Supernatural;TV;26;776.0;285317;06/04/2014
2985;Majin Tantei Nougami Neuro;Comedy, Demons, Mystery, Shounen, Supernatural;TV;25;776.0;42730;03/10/2007
1483;Master Keaton;Adventure, Mystery;TV;24;776.0;9610;06/10/1998
10161;No.6;Action, Sci-Fi;TV;11;776.0;168017;08/07/2011
462;One Piece Movie 4: Dead End no Bouken;Action, Adventure, Comedy, Fantasy, Shounen, Super Power;Movie;1;776.0;39946;01/03/2003
5507;Senjou no Valkyria;Action, Military, Romance;TV;26;776.0;77591;05/04/2009
6444;Tegamibachi;Adventure, Fantasy, Shounen, Supernatural;TV;25;776.0;70987;03/10/2009
10715;Towa no Quon 4: Guren no Shoushin;Action, Super Power, Supernatural;Movie;1;776.0;18545;10/09/2011
95;Turn A Gundam;Action, Adventure, Drama, Mecha, Military, Sci-Fi, Space;TV;50;776.0;20056;09/04/1999
8247;Bleach Movie 4: Jigoku-hen;Action, Comedy, Shounen, Super Power, Supernatural;Movie;1;775.0;94074;04/12/2010
20031;D-Frag!;Comedy, Game, School, Seinen;TV;12;775.0;154548;07/01/2014
986;Dragon Ball Z Special 1: Tatta Hitori no Saishuu Kessen;Adventure, Comedy, Fantasy, Sci-Fi, Shounen;Special;1;775.0;46276;17/10/1990
28669;Go! Princess Precure;Action, Comedy, Fantasy, Magic, School, Shoujo, Slice of Life;TV;50;774.0;5098;01/02/2015
450;InuYasha: Kagami no Naka no Mugenjo;Adventure, Demons, Drama, Fantasy, Historical, Romance, Shounen, Supernatural;Movie;1;775.0;54854;21/12/2002
32491;Kanojo to Kanojo no Neko: Everything Flows;Psychological, Romance, Slice of Life;TV;4;775.0;38765;04/03/2016
6624;Kara no Kyoukai Remix: Gate of Seventh Heaven;Action, Mystery, Romance, Super Power, Thriller;Movie;1;775.0;24735;14/03/2009
3466;Kino no Tabi: The Beautiful World - Tou no Kuni;Adventure, Fantasy, Psychological;Special;1;775.0;19211;19/10/2005
15439;Kono Danshi, Ningyo Hiroimashita.;Fantasy, Shounen Ai;OVA;1;775.0;14775;09/11/2012
19669;Kuroko no Basket: Baka ja Katenai no yo!;Comedy, School, Shounen, Sports;OVA;1;775.0;26785;04/12/2013
25015;"Kyoukai no Kanata Movie: I&#039;ll Be Here - Kako-hen";Action, Fantasy, Supernatural;Movie;1;775.0;42304;14/03/2015
331;Mahoujin Guru Guru;Adventure, Comedy, Fantasy, Magic, Shounen;TV;45;775.0;3725;13/10/1994
33338;One Piece: Heart of Gold;Action, Adventure, Comedy, Drama, Fantasy, Shounen;Special;1;775.0;17443;16/07/2016
23777;Shingeki no Kyojin Movie 2: Jiyuu no Tsubasa;Action, Drama, Fantasy, Shounen, Super Power;Movie;1;775.0;26958;27/06/2015
10278;The iDOLM@STER;Comedy, Drama, Music;TV;25;775.0;81155;08/07/2011
2557;Trapp Ikka Monogatari;Drama, Historical, Music, Romance;TV;40;775.0;2839;13/01/1991
1830;Utawarerumono Specials;Action, Comedy, Drama, Fantasy;Special;6;775.0;11149;23/08/2006
24405;World Trigger;Action, School, Sci-Fi, Shounen, Supernatural;TV;73;775.0;106872;05/10/2014
4416;Yuusha-Ou GaoGaiGar Final Grand Glorious Gathering;Action, Mecha, Sci-Fi, Super Power;TV;12;775.0;1780;11/04/2005
740;Bishoujo Senshi Sailor Moon R;Demons, Magic, Romance, Shoujo;TV;43;774.0;73305;06/03/1993
2213;Black Jack (TV);Drama;TV;61;774.0;15552;11/10/2004
371;Cardcaptor Sakura Movie 1;Comedy, Drama, Fantasy, Magic, Shoujo;Movie;1;774.0;56327;21/08/1999
7303;Detective Conan: Black History;Adventure, Comedy, Mystery, Police, Shounen;Special;1;774.0;3603;17/12/2007
430;Fullmetal Alchemist: The Conqueror of Shamballa;Comedy, Drama, Fantasy, Historical, Military, Shounen;Movie;1;774.0;186465;23/07/2005
1813;Genshiken OVA;Comedy, Parody, Slice of Life;OVA;3;774.0;35493;22/12/2006
16528;Hal;Romance, Sci-Fi, Shoujo;Movie;1;774.0;50812;08/06/2013
9288;Heartcatch Precure! Movie: Hana no Miyako de Fashion Show... Desu ka!?;Fantasy, Kids, Magic, Shoujo;Movie;1;774.0;3309;30/10/2010
6372;Higashi no Eden Movie I: The King of Eden;Comedy, Drama, Mystery, Romance, Slice of Life, Thriller;Movie;1;774.0;101734;28/11/2009
17;Hungry Heart: Wild Striker;Comedy, Shounen, Slice of Life, Sports;TV;52;774.0;13469;11/09/2002
3931;Initial D Battle Stage 2;Action, Cars, Drama, Seinen, Sports;OVA;1;774.0;11015;30/05/2007
24439;Kekkai Sensen;Action, Fantasy, Shounen, Super Power, Supernatural, Vampire;TV;12;774.0;220573;05/04/2015
23441;Love Stage!! OVA;Comedy, Romance, Shounen Ai;OVA;1;774.0;23631;22/11/2014
1915;Mahou Shoujo Lyrical Nanoha StrikerS;Action, Comedy, Drama, Magic, Super Power;TV;26;774.0;35442;02/04/2007
323;Mousou Dairinin;Drama, Mystery, Police, Psychological, Supernatural, Thriller;TV;13;774.0;137687;03/02/2004
2313;Muumindani no Suisei;Adventure, Comedy, Fantasy, Kids;Movie;1;774.0;4344;08/08/1992
584;Noein: Mou Hitori no Kimi e;Adventure, Drama, Sci-Fi, Slice of Life;TV;24;774.0;56244;12/10/2005
24543;Persona 3 the Movie 3: Falling Down;Action, Fantasy, Seinen, Supernatural;Movie;1;774.0;19928;04/04/2015
6634;Sengoku Basara Two;Action, Historical, Martial Arts, Samurai, Super Power;TV;12;774.0;42798;11/07/2010
30549;Soukyuu no Fafner: Dead Aggressor - Exodus 2nd Season;Action, Drama, Mecha, Military, Sci-Fi;TV;13;774.0;6787;03/10/2015
1279;Taiyou no Ko Esteban;Adventure, Historical, Sci-Fi;TV;39;774.0;5424;29/06/1982
10033;Toriko;Action, Adventure, Comedy, Fantasy, Shounen;TV;147;774.0;54790;03/04/2011
11531;UN-GO: Inga-ron;Mystery, Supernatural;Movie;1;774.0;23340;19/11/2011
25341;Diamond no Ace OVA;Comedy, School, Shounen, Sports;OVA;3;772.0;7376;17/11/2014
10534;Doraemon Movie 31: Shin Nobita to Tetsujin Heidan - Habatake Tenshi-tachi;Adventure, Comedy, Fantasy, Kids, Shounen;Movie;1;773.0;1317;05/03/2011
32979;Flip Flappers;Comedy, Sci-Fi;TV;13;773.0;40945;06/10/2016
132;GetBackers;Action, Comedy, Drama, Mystery, Shounen, Super Power, Supernatural;TV;49;773.0;73536;05/10/2002
14467;K;Action, Super Power, Supernatural;TV;13;773.0;297051;05/10/2012
1606;Kekkaishi;Adventure, Comedy, Fantasy, Shounen;TV;52;773.0;61884;16/10/2006
9136;Kuroshitsuji II Specials;Comedy, Fantasy, Parody, Shounen, Supernatural;Special;6;773.0;60899;27/10/2010
2227;Lady Lady!!;Drama, Historical;TV;21;773.0;2681;21/10/1987
7627;Mitsudomoe;Comedy, School, Slice of Life;TV;13;773.0;56483;03/07/2010
6773;Shakugan no Shana III (Final);Action, Drama, Fantasy, Romance, Supernatural;TV;24;773.0;133010;08/10/2011
1650;Uchuu Senkan Yamato;Action, Adventure, Drama, Military, Sci-Fi, Space;TV;26;773.0;10688;06/10/1974
2558;Wakakusa Monogatari: Nan to Jo-sensei;Drama, Historical, School, Slice of Life;TV;40;773.0;2577;17/01/1993
33513;Ansatsu Kyoushitsu: 365-nichi no Jikan;Action, Comedy, School, Shounen;Movie;1;772.0;14896;19/11/2016
2724;Daicon Opening Animations;Action, Adventure, Mecha, Music, Sci-Fi;Special;2;772.0;7174;22/08/1981
905;Dragon Ball Z Movie 12: Fukkatsu no Fusion!! Gokuu to Vegeta;Adventure, Comedy, Fantasy, Sci-Fi, Shounen;Movie;1;772.0;56994;04/03/1995
32915;Durarara!!x2 Ketsu: Dufufufu!!;Action, Mystery, Supernatural;Special;1;772.0;13126;27/07/2016
1395;Future GPX Cyber Formula Sin;Drama, Sci-Fi, Shounen, Sports;OVA;5;772.0;1070;21/12/1998
5231;Inazuma Eleven;Shounen, Sports, Super Power;TV;127;772.0;42677;05/10/2008
5204;Kara no Kyoukai 6: Boukyaku Rokuon;Action, Magic, Mystery, Romance, Supernatural, Thriller;Movie;1;772.0;93803;20/12/2008
12487;Kyoukaisenjou no Horizon II;Action, Fantasy, Sci-Fi;TV;13;772.0;46781;08/07/2012
324;Mobile Police Patlabor: On Television;Comedy, Mecha, Police, Sci-Fi;TV;47;772.0;16130;11/10/1989
709;Mujin Wakusei Survive;Action, Adventure, Fantasy, Sci-Fi, Slice of Life;TV;52;772.0;11684;16/10/2003
21755;New Prince of Tennis OVA vs. Genius10;Action, Comedy, Shounen, Sports;OVA;10;772.0;6238;29/10/2014
32668;Noblesse: Awakening;Action, School, Supernatural, Vampire;ONA;1;772.0;28864;04/02/2016
1034;Ouritsu Uchuugun: Honneamise no Tsubasa;Action, Drama, Military, Sci-Fi, Space;Movie;1;772.0;18469;14/03/1987
33157;Tanaka-kun wa Itsumo Kedaruge Specials;Comedy, School, Slice of Life;Special;Unknown;772.0;5400;24/06/2016
23701;Toradora! OVA;Comedy, Romance, School, Slice of Life;OVA;1;772.0;25154;30/04/2009
10716;Towa no Quon 5: Souzetsu no Raifuku;Action, Super Power, Supernatural;Movie;1;772.0;18060;05/11/2011
1924;Urusei Yatsura Movie 5: Final;Action, Adventure, Comedy, Drama, Romance, Sci-Fi;Movie;1;772.0;2783;06/02/1988
33350;Zhen Hun Jie;Action, Supernatural;ONA;24;772.0;2480;28/04/2016
3090;Aa! Megami-sama!: Tatakau Tsubasa;Comedy, Magic, Romance, Seinen, Supernatural;Special;2;771.0;18465;09/12/2007
7647;Arakawa Under the Bridge;Comedy, Romance, Seinen;TV;13;771.0;162622;05/04/2010
530;Bishoujo Senshi Sailor Moon;Demons, Magic, Romance, Shoujo;TV;46;771.0;146521;07/03/1992
3785;Evangelion: 3.0 You Can (Not) Redo;Action, Mecha, Sci-Fi;Movie;1;771.0;135318;17/11/2012
7902;Fullmetal Alchemist: Brotherhood - 4-Koma Theater;Comedy, Fantasy, Military, Parody;Special;16;771.0;31262;26/08/2009
1281;Gakkou no Kaidan;Horror, Mystery, Supernatural;TV;19;771.0;42033;22/10/2000
24765;Gakkougurashi!;Horror, Mystery, Psychological, School, Slice of Life;TV;12;771.0;140094;09/07/2015
129;Gensoumaden Saiyuuki;Adventure, Comedy, Drama, Shounen, Supernatural;TV;50;771.0;31179;04/04/2000
7661;Giant Killing;Drama, Seinen, Sports;TV;26;771.0;36947;04/04/2010
31997;Hetalia: The World Twinkle Extra Disc;Comedy, Historical, Parody;OVA;1;771.0;2152;24/02/2016
10999;Inazuma Eleven Go: Kyuukyoku no Kizuna Gryphon;Sci-Fi, Shounen, Sports;Movie;1;771.0;4535;23/12/2011
6116;Mainichi Kaasan;Comedy, Slice of Life;TV;142;771.0;1707;01/04/2009
16762;Mirai Nikki Redial;Action, Psychological, Shounen, Supernatural;OVA;1;771.0;135604;19/06/2013
18849;Natsume Yuujinchou: Nyanko-sensei to Hajimete no Otsukai;Drama, Fantasy, Shoujo, Slice of Life, Supernatural;Special;1;771.0;14703;15/12/2013
10500;Ojiisan no Lamp;Drama, Historical;Movie;1;771.0;11745;05/03/2011
14123;Pokemon Black and White 2: Introduction Movie;Action, Fantasy, Kids;ONA;1;771.0;8554;16/05/2012
10573;Prince of Tennis: Another Story II - Ano Toki no Bokura;Shounen, Sports;OVA;4;771.0;6005;26/08/2011
8675;Seitokai Yakuindomo;Comedy, School, Shounen, Slice of Life;TV;13;771.0;217617;04/07/2010
1557;Shounen Onmyouji;Action, Demons, Fantasy, Historical, Magic, Shoujo, Supernatural;TV;26;771.0;33321;03/10/2006
14289;Sukitte Ii na yo.;Romance, School, Shoujo;TV;13;771.0;233410;07/10/2012
11743;Toaru Majutsu no Index: Endymion no Kiseki;Action, Magic, Sci-Fi, Super Power;Movie;1;771.0;54873;23/02/2013
30458;"Tokyo Ghoul: &quot;Jack&quot;";Action, Drama, Horror, School, Seinen, Supernatural;OVA;1;771.0;70635;30/09/2015
29854;Ushio to Tora (TV);Action, Adventure, Comedy, Demons, Shounen, Supernatural;TV;26;771.0;90931;03/07/2015
11433;Ano Natsu de Matteru;Comedy, Drama, Romance, Sci-Fi, Slice of Life;TV;12;770.0;169718;10/01/2012
31821;Arslan Senki (TV): Fuujin Ranbu;Action, Adventure, Drama, Fantasy, Historical, Shounen, Supernatural;TV;8;770.0;53577;03/07/2016
12049;Fairy Tail Movie 1: Houou no Miko;Action, Adventure, Comedy, Fantasy, Magic, Shounen;Movie;1;770.0;77560;18/08/2012
6152;Final Fantasy VII: Advent Children - Venice Film Festival Footage;Action, Drama, Fantasy, Sci-Fi;Movie;1;770.0;6498;14/09/2005
1393;Future GPX Cyber Formula Zero;Drama, Sci-Fi, Shounen, Sports;OVA;8;770.0;1113;01/04/1994
19191;Ghost in the Shell: Arise - Border:2 Ghost Whispers;Mecha, Police, Psychological, Sci-Fi;Movie;1;770.0;24880;30/11/2013
10935;Hourou Musuko Specials;Drama, School;Special;2;770.0;4714;24/08/2011
24781;Imawa no Kuni no Alice (OVA);Action, Psychological, Shounen, Supernatural, Thriller;OVA;3;770.0;18351;15/10/2014
21327;Isshuukan Friends.;Comedy, School, Shounen, Slice of Life;TV;12;770.0;139601;07/04/2014
10568;Kamisama no Memochou;Mystery;TV;12;770.0;130502;02/07/2011
1087;Kimagure Orange?Road;Comedy, Drama, Romance, School, Shounen, Slice of Life, Super Power;TV;48;770.0;16012;06/04/1987
33605;Ling Qi;Action, Comedy, Magic, Supernatural;ONA;20;769.0;2673;21/06/2016
15051;Love Live! School Idol Project;Music, School, Slice of Life;TV;13;770.0;155281;06/01/2013
11933;Oda Nobuna no Yabou;Comedy, Historical, Romance;TV;12;770.0;133216;09/07/2012
23301;Pokemon XY: Mega Evolution;Action, Adventure, Comedy, Fantasy, Kids;Special;4;770.0;10227;03/04/2014
5493;Ranma ½: Akumu! Shunmin Kou;Action, Comedy, Martial Arts, Shounen, Supernatural;OVA;1;770.0;7064;31/07/2008
23775;Shingeki no Kyojin Movie 1: Guren no Yumiya;Action, Drama, Fantasy, Shounen, Super Power;Movie;1;770.0;31990;22/11/2014
969;Tsubasa Chronicle 2nd Season;Action, Adventure, Drama, Fantasy, Mystery, Romance, Shounen, Supernatural;TV;26;770.0;79166;29/04/2006
32681;Uchuu Patrol Luluco;Action, Adventure, Comedy, Space;TV;13;770.0;50236;01/04/2016
2202;Waga Seishun no Arcadia;Action, Adventure, Drama, Sci-Fi, Space;Movie;1;770.0;4415;28/07/1982
10495;Yuru Yuri;Comedy, School, Shoujo Ai, Slice of Life;TV;12;770.0;148140;05/07/2011
880;Aa! Megami-sama!: Sorezore no Tsubasa;Comedy, Magic, Romance, Seinen, Supernatural;TV;22;769.0;42026;07/04/2006
15061;Aikatsu!;Music, School, Shoujo, Slice of Life;TV;178;769.0;16990;08/10/2012
110;Chuuka Ichiban!;Action, Comedy, Drama, Shounen;TV;52;769.0;8586;27/04/1997
23251;Gugure! Kokkuri-san;Comedy, Shounen, Supernatural;TV;12;769.0;87824;06/10/2014
587;Hanbun no Tsuki ga Noboru Sora;Comedy, Drama, Romance;TV;6;769.0;65125;13/01/2006
12725;Initial D: Project D to the Next Stage - Project D e Mukete;Action, Cars, Drama, Seinen, Sports;Special;1;769.0;3150;22/03/2003
11013;Inu x Boku SS;Comedy, Romance, Shounen, Supernatural;TV;12;769.0;216204;13/01/2012
452;InuYasha: Toki wo Koeru Omoi;Adventure, Comedy, Demons, Drama, Fantasy, Historical, Romance, Shounen, Super Power;Movie;1;769.0;51354;22/12/2001
32869;Kuroko no Basket Movie 1: Winter Cup Soushuuhen - Kage to Hikari;School, Shounen, Sports;Movie;1;769.0;7573;03/09/2016
6793;Kuroshitsuji Special;Comedy, Demons, Parody;Special;1;769.0;53706;30/09/2009
6172;Layton Kyouju to Eien no Utahime;Mystery;Movie;1;769.0;12867;19/12/2009
21105;Love Stage!!;Comedy, Romance, Shounen Ai;TV;10;769.0;83397;10/07/2014
194;Macross Zero;Adventure, Mecha, Military, Sci-Fi, Shounen;OVA;5;769.0;23568;21/12/2002
3001;Moyashimon;Comedy, School, Supernatural;TV;11;769.0;44465;12/10/2007
2498;Slam Dunk: Shouhoku Saidai no Kiki! Moero Sakuragi Hanamichi;Comedy, Drama, School, Shounen, Slice of Life, Sports;Movie;1;769.0;7834;04/03/1995
25729;Tamayura: Sotsugyou Shashin Part 1 - Kizashi;Comedy, Drama, Slice of Life;Movie;1;769.0;4467;04/04/2015
4654;Toaru Majutsu no Index;Action, Magic, Sci-Fi, Super Power;TV;24;769.0;313114;05/10/2008
18139;Tonari no Seki-kun;Comedy, School, Seinen;TV;21;769.0;82568;06/01/2014
16005;Zettai Karen Children: The Unlimited - Hyoubu Kyousuke;Shounen, Supernatural;TV;12;769.0;61919;08/01/2013
32015;Ajin OVA;Action, Horror, Mystery, Seinen, Supernatural;OVA;3;768.0;15613;06/05/2016
22147;Amagi Brilliant Park;Comedy, Magic;TV;13;768.0;217003;07/10/2014
1946;Ashita no Nadja;Adventure, Drama, Historical, Romance, Shoujo;TV;50;768.0;13742;02/02/2003
67;Basilisk: Kouga Ninpou Chou;Action, Adventure, Fantasy, Historical, Romance, Samurai, Supernatural;TV;24;768.0;98144;13/04/2005
32365;Boruto: Naruto the Movie - Naruto ga Hokage ni Natta Hi;Action, Comedy, Martial Arts, Shounen, Super Power;Special;1;768.0;16868;06/07/2016
14345;Btooom!;Action, Psychological, Sci-Fi, Seinen;TV;12;768.0;329561;04/10/2012
11359;Dragon Ball Kai: Mirai ni Heiwa wo! Goku no Tamashii yo Eien ni;Action, Comedy, Fantasy, Sci-Fi, Shounen, Super Power;Special;1;768.0;17166;02/08/2011
428;Kaleido Star: Aratanaru Tsubasa - Extra Stage;Adventure, Comedy, Drama, Shoujo;OVA;1;768.0;9248;24/09/2004
340;Mutsu Enmei Ryuu Gaiden: Shura no Toki;Action, Historical, Martial Arts, Samurai, Shounen;TV;26;768.0;13959;06/04/2004
10588;Persona 4 the Animation;Adventure, Mystery, School, Sci-Fi, Super Power, Supernatural;TV;25;768.0;134942;07/10/2011
14669;Aura: Maryuuin Kouga Saigo no Tatakai;Comedy, Drama, Romance, School, Supernatural;Movie;1;767.0;22599;13/04/2013
1478;City Hunter: Goodbye My Sweetheart;Adventure, Comedy, Shounen;Special;1;767.0;2832;25/04/1997
8331;Detective Conan Magic File 4: Osaka Okonomiyaki Odyssey;Comedy, Mystery, Police, Shounen;OVA;1;767.0;6460;17/04/2010
455;Fantastic Children;Adventure, Fantasy, Mystery, Romance, Sci-Fi;TV;26;767.0;17773;05/10/2004
18507;Free!;Comedy, School, Slice of Life, Sports;TV;12;767.0;265791;04/07/2013
27411;Ghost in the Shell (2015);Action, Mecha, Police, Psychological, Sci-Fi;Movie;1;767.0;19872;20/06/2015
26023;Haiyore! Nyaruko-san F;Comedy, Parody, Romance, Sci-Fi;OVA;1;767.0;19620;19/06/2015
21075;Hetalia: The Beautiful World Extra Disc;Comedy, Historical, Parody;OVA;1;767.0;4788;26/02/2014
8217;Jewelpet Twinkle?;Fantasy, Magic, School, Shoujo;TV;52;767.0;4110;03/04/2010
