id;name;genre;type;episodes;rating;members
997;Bishoujo Senshi Sailor Moon S: Kaguya Hime no Koibito;Adventure, Comedy, Drama, Fantasy, Magic, Romance, Shoujo;Movie;1;776;29394
24913;Bokura wa Minna Kawaisou: Hajimete no;Comedy, Romance, School, Slice of Life;Special;1;776;20622
31478;Bungou Stray Dogs;Action, Comedy, Mystery, Seinen, Supernatural;TV;12;776;187805
28479;Detective Conan Movie 19: The Hellfire Sunflowers;Action, Mystery, Police, Shounen;Movie;1;777;8600
2471;Doraemon (1979);Adventure, Comedy, Fantasy, Kids, Sci-Fi, Shounen;TV;1787;776;14233
240;Genshiken;Comedy, Parody, Slice of Life;TV;12;776;104258
1301;Ginga Tetsudou 999 (Movie);Adventure, Drama, Fantasy, Sci-Fi, Space;Movie;1;776;7237
18619;Girls und Panzer: Kore ga Hontou no Anzio-sen Desu!;Military, School;OVA;1;776;16143
9065;Hakuouki Hekketsuroku;Action, Drama, Historical, Josei, Samurai, Supernatural;TV;10;776;49771
5060;Hetalia Axis Powers;Comedy, Historical, Parody;ONA;52;776;144898
3731;Itazura na Kiss;Comedy, Romance, Shoujo;TV;25;776;136279
1412;Lupin III;Action, Adventure, Comedy, Shounen;TV;23;776;34373
20785;Mahouka Koukou no Rettousei;Magic, Romance, School, Sci-Fi, Supernatural;TV;26;776;285317
2985;Majin Tantei Nougami Neuro;Comedy, Demons, Mystery, Shounen, Supernatural;TV;25;776;42730
1483;Master Keaton;Adventure, Mystery;TV;24;776;9610
10161;No.6;Action, Sci-Fi;TV;11;776;168017
462;One Piece Movie 4: Dead End no Bouken;Action, Adventure, Comedy, Fantasy, Shounen, Super Power;Movie;1;776;39946
5507;Senjou no Valkyria;Action, Military, Romance;TV;26;776;77591
6444;Tegamibachi;Adventure, Fantasy, Shounen, Supernatural;TV;25;776;70987
10715;Towa no Quon 4: Guren no Shoushin;Action, Super Power, Supernatural;Movie;1;776;18545
95;Turn A Gundam;Action, Adventure, Drama, Mecha, Military, Sci-Fi, Space;TV;50;776;20056
8247;Bleach Movie 4: Jigoku-hen;Action, Comedy, Shounen, Super Power, Supernatural;Movie;1;775;94074
20031;D-Frag!;Comedy, Game, School, Seinen;TV;12;775;154548
7471;Detective Conan Movie 09: Promo Special;Adventure, Comedy, Mystery, Police, Shounen;Special;1;775;4172
986;Dragon Ball Z Special 1: Tatta Hitori no Saishuu Kessen;Adventure, Comedy, Fantasy, Sci-Fi, Shounen;Special;1;775;46276
28669;Go! Princess Precure;Action, Comedy, Fantasy, Magic, School, Shoujo, Slice of Life;TV;50;774;5098
2026;Hayate no Gotoku!;Action, Comedy, Harem, Parody, Romance;TV;52;775;130085
450;InuYasha: Kagami no Naka no Mugenjo;Adventure, Demons, Drama, Fantasy, Historical, Romance, Shounen, Supernatural;Movie;1;775;54854
32491;Kanojo to Kanojo no Neko: Everything Flows;Psychological, Romance, Slice of Life;TV;4;775;38765
6624;Kara no Kyoukai Remix: Gate of Seventh Heaven;Action, Mystery, Romance, Super Power, Thriller;Movie;1;775;24735
3466;Kino no Tabi: The Beautiful World - Tou no Kuni;Adventure, Fantasy, Psychological;Special;1;775;19211
15439;Kono Danshi, Ningyo Hiroimashita.;Fantasy, Shounen Ai;OVA;1;775;14775
19669;Kuroko no Basket: Baka ja Katenai no yo!;Comedy, School, Shounen, Sports;OVA;1;775;26785
25015;"Kyoukai no Kanata Movie: I&#039;ll Be Here - Kako-hen";Action, Fantasy, Supernatural;Movie;1;775;42304
331;Mahoujin Guru Guru;Adventure, Comedy, Fantasy, Magic, Shounen;TV;45;775;3725
33338;One Piece: Heart of Gold;Action, Adventure, Comedy, Drama, Fantasy, Shounen;Special;1;775;17443
23777;Shingeki no Kyojin Movie 2: Jiyuu no Tsubasa;Action, Drama, Fantasy, Shounen, Super Power;Movie;1;775;26958
10278;The iDOLM@STER;Comedy, Drama, Music;TV;25;775;81155
2557;Trapp Ikka Monogatari;Drama, Historical, Music, Romance;TV;40;775;2839
1830;Utawarerumono Specials;Action, Comedy, Drama, Fantasy;Special;6;775;11149
24405;World Trigger;Action, School, Sci-Fi, Shounen, Supernatural;TV;73;775;106872
4416;Yuusha-Ou GaoGaiGar Final Grand Glorious Gathering;Action, Mecha, Sci-Fi, Super Power;TV;12;775;1780
740;Bishoujo Senshi Sailor Moon R;Demons, Magic, Romance, Shoujo;TV;43;774;73305
2213;Black Jack (TV);Drama;TV;61;774;15552
371;Cardcaptor Sakura Movie 1;Comedy, Drama, Fantasy, Magic, Shoujo;Movie;1;774;56327
7303;Detective Conan: Black History;Adventure, Comedy, Mystery, Police, Shounen;Special;1;774;3603
430;Fullmetal Alchemist: The Conqueror of Shamballa;Comedy, Drama, Fantasy, Historical, Military, Shounen;Movie;1;774;186465
1813;Genshiken OVA;Comedy, Parody, Slice of Life;OVA;3;774;35493
16528;Hal;Romance, Sci-Fi, Shoujo;Movie;1;774;50812
9288;Heartcatch Precure! Movie: Hana no Miyako de Fashion Show... Desu ka!?;Fantasy, Kids, Magic, Shoujo;Movie;1;774;3309
6372;Higashi no Eden Movie I: The King of Eden;Comedy, Drama, Mystery, Romance, Slice of Life, Thriller;Movie;1;774;101734
17;Hungry Heart: Wild Striker;Comedy, Shounen, Slice of Life, Sports;TV;52;774;13469
3931;Initial D Battle Stage 2;Action, Cars, Drama, Seinen, Sports;OVA;1;774;11015
24439;Kekkai Sensen;Action, Fantasy, Shounen, Super Power, Supernatural, Vampire;TV;12;774;220573
23441;Love Stage!! OVA;Comedy, Romance, Shounen Ai;OVA;1;774;23631
1915;Mahou Shoujo Lyrical Nanoha StrikerS;Action, Comedy, Drama, Magic, Super Power;TV;26;774;35442
323;Mousou Dairinin;Drama, Mystery, Police, Psychological, Supernatural, Thriller;TV;13;774;137687
2313;Muumindani no Suisei;Adventure, Comedy, Fantasy, Kids;Movie;1;774;4344
584;Noein: Mou Hitori no Kimi e;Adventure, Drama, Sci-Fi, Slice of Life;TV;24;774;56244
24543;Persona 3 the Movie 3: Falling Down;Action, Fantasy, Seinen, Supernatural;Movie;1;774;19928
6634;Sengoku Basara Two;Action, Historical, Martial Arts, Samurai, Super Power;TV;12;774;42798
355;Shakugan no Shana;Action, Drama, Fantasy, Romance, School, Supernatural;TV;24;774;297058
30549;Soukyuu no Fafner: Dead Aggressor - Exodus 2nd Season;Action, Drama, Mecha, Military, Sci-Fi;TV;13;774;6787
1279;Taiyou no Ko Esteban;Adventure, Historical, Sci-Fi;TV;39;774;5424
10033;Toriko;Action, Adventure, Comedy, Fantasy, Shounen;TV;147;774;54790
11531;UN-GO: Inga-ron;Mystery, Supernatural;Movie;1;774;23340
966;Crayon Shin-chan;Comedy, Ecchi, Kids, School, Shounen, Slice of Life;TV;Unknown;773;26267
25341;Diamond no Ace OVA;Comedy, School, Shounen, Sports;OVA;3;772;7376
10534;Doraemon Movie 31: Shin Nobita to Tetsujin Heidan - Habatake Tenshi-tachi;Adventure, Comedy, Fantasy, Kids, Shounen;Movie;1;773;1317
32979;Flip Flappers;Comedy, Sci-Fi;TV;13;773;40945
132;GetBackers;Action, Comedy, Drama, Mystery, Shounen, Super Power, Supernatural;TV;49;773;73536
14467;K;Action, Super Power, Supernatural;TV;13;773;297051
8532;Katekyo Hitman Reborn! Special;Comedy, Shounen;ONA;1;773;19991
1606;Kekkaishi;Adventure, Comedy, Fantasy, Shounen;TV;52;773;61884
9136;Kuroshitsuji II Specials;Comedy, Fantasy, Parody, Shounen, Supernatural;Special;6;773;60899
2227;Lady Lady!!;Drama, Historical;TV;21;773;2681
7627;Mitsudomoe;Comedy, School, Slice of Life;TV;13;773;56483
32485;Prison School OVA;Comedy, Ecchi, Romance, School, Seinen;OVA;1;773;30887
6773;Shakugan no Shana III (Final);Action, Drama, Fantasy, Romance, Supernatural;TV;24;773;133010
1650;Uchuu Senkan Yamato;Action, Adventure, Drama, Military, Sci-Fi, Space;TV;26;773;10688
2558;Wakakusa Monogatari: Nan to Jo-sensei;Drama, Historical, School, Slice of Life;TV;40;773;2577
1840;Zero no Tsukaima: Futatsuki no Kishi;Action, Adventure, Comedy, Ecchi, Fantasy, Harem, Magic, Romance, School;TV;12;773;235684
33513;Ansatsu Kyoushitsu: 365-nichi no Jikan;Action, Comedy, School, Shounen;Movie;1;772;14896
2724;Daicon Opening Animations;Action, Adventure, Mecha, Music, Sci-Fi;Special;2;772;7174
905;Dragon Ball Z Movie 12: Fukkatsu no Fusion!! Gokuu to Vegeta;Adventure, Comedy, Fantasy, Sci-Fi, Shounen;Movie;1;772;56994
32915;Durarara!!x2 Ketsu: Dufufufu!!;Action, Mystery, Supernatural;Special;1;772;13126
1395;Future GPX Cyber Formula Sin;Drama, Sci-Fi, Shounen, Sports;OVA;5;772;1070
10471;Ie Naki Ko Remi Specials;Adventure, Drama;Special;3;772;781
5231;Inazuma Eleven;Shounen, Sports, Super Power;TV;127;772;42677
5204;Kara no Kyoukai 6: Boukyaku Rokuon;Action, Magic, Mystery, Romance, Supernatural, Thriller;Movie;1;772;93803
12487;Kyoukaisenjou no Horizon II;Action, Fantasy, Sci-Fi;TV;13;772;46781
324;Mobile Police Patlabor: On Television;Comedy, Mecha, Police, Sci-Fi;TV;47;772;16130
709;Mujin Wakusei Survive;Action, Adventure, Fantasy, Sci-Fi, Slice of Life;TV;52;772;11684
21755;New Prince of Tennis OVA vs. Genius10;Action, Comedy, Shounen, Sports;OVA;10;772;6238
32668;Noblesse: Awakening;Action, School, Supernatural, Vampire;ONA;1;772;28864
1034;Ouritsu Uchuugun: Honneamise no Tsubasa;Action, Drama, Military, Sci-Fi, Space;Movie;1;772;18469
33157;Tanaka-kun wa Itsumo Kedaruge Specials;Comedy, School, Slice of Life;Special;Unknown;772;5400
23701;Toradora! OVA;Comedy, Romance, School, Slice of Life;OVA;1;772;25154
10716;Towa no Quon 5: Souzetsu no Raifuku;Action, Super Power, Supernatural;Movie;1;772;18060
1924;Urusei Yatsura Movie 5: Final;Action, Adventure, Comedy, Drama, Romance, Sci-Fi;Movie;1;772;2783
33350;Zhen Hun Jie;Action, Supernatural;ONA;24;772;2480
3090;Aa! Megami-sama!: Tatakau Tsubasa;Comedy, Magic, Romance, Seinen, Supernatural;Special;2;771;18465
7647;Arakawa Under the Bridge;Comedy, Romance, Seinen;TV;13;771;162622
530;Bishoujo Senshi Sailor Moon;Demons, Magic, Romance, Shoujo;TV;46;771;146521
3785;Evangelion: 3.0 You Can (Not) Redo;Action, Mecha, Sci-Fi;Movie;1;771;135318
7902;Fullmetal Alchemist: Brotherhood - 4-Koma Theater;Comedy, Fantasy, Military, Parody;Special;16;771;31262
1281;Gakkou no Kaidan;Horror, Mystery, Supernatural;TV;19;771;42033
24765;Gakkougurashi!;Horror, Mystery, Psychological, School, Slice of Life;TV;12;771;140094
129;Gensoumaden Saiyuuki;Adventure, Comedy, Drama, Shounen, Supernatural;TV;50;771;31179
7661;Giant Killing;Drama, Seinen, Sports;TV;26;771;36947
31997;Hetalia: The World Twinkle Extra Disc;Comedy, Historical, Parody;OVA;1;771;2152
24703;High School DxD BorN;Action, Comedy, Demons, Ecchi, Harem, Romance, School;TV;12;771;192171
10999;Inazuma Eleven Go: Kyuukyoku no Kizuna Gryphon;Sci-Fi, Shounen, Sports;Movie;1;771;4535
6116;Mainichi Kaasan;Comedy, Slice of Life;TV;142;771;1707
16762;Mirai Nikki Redial;Action, Psychological, Shounen, Supernatural;OVA;1;771;135604
18849;Natsume Yuujinchou: Nyanko-sensei to Hajimete no Otsukai;Drama, Fantasy, Shoujo, Slice of Life, Supernatural;Special;1;771;14703
10500;Ojiisan no Lamp;Drama, Historical;Movie;1;771;11745
14123;Pokemon Black and White 2: Introduction Movie;Action, Fantasy, Kids;ONA;1;771;8554
10573;Prince of Tennis: Another Story II - Ano Toki no Bokura;Shounen, Sports;OVA;4;771;6005
8675;Seitokai Yakuindomo;Comedy, School, Shounen, Slice of Life;TV;13;771;217617
1557;Shounen Onmyouji;Action, Demons, Fantasy, Historical, Magic, Shoujo, Supernatural;TV;26;771;33321
14289;Sukitte Ii na yo.;Romance, School, Shoujo;TV;13;771;233410
11743;Toaru Majutsu no Index: Endymion no Kiseki;Action, Magic, Sci-Fi, Super Power;Movie;1;771;54873
30458;"Tokyo Ghoul: &quot;Jack&quot;";Action, Drama, Horror, School, Seinen, Supernatural;OVA;1;771;70635
29854;Ushio to Tora (TV);Action, Adventure, Comedy, Demons, Shounen, Supernatural;TV;26;771;90931
11433;Ano Natsu de Matteru;Comedy, Drama, Romance, Sci-Fi, Slice of Life;TV;12;770;169718
31821;Arslan Senki (TV): Fuujin Ranbu;Action, Adventure, Drama, Fantasy, Historical, Shounen, Supernatural;TV;8;770;53577
14967;Boku wa Tomodachi ga Sukunai Next;Comedy, Harem, Romance, School, Seinen, Slice of Life;TV;12;770;214319
12049;Fairy Tail Movie 1: Houou no Miko;Action, Adventure, Comedy, Fantasy, Magic, Shounen;Movie;1;770;77560
6152;Final Fantasy VII: Advent Children - Venice Film Festival Footage;Action, Drama, Fantasy, Sci-Fi;Movie;1;770;6498
1393;Future GPX Cyber Formula Zero;Drama, Sci-Fi, Shounen, Sports;OVA;8;770;1113
19191;Ghost in the Shell: Arise - Border:2 Ghost Whispers;Mecha, Police, Psychological, Sci-Fi;Movie;1;770;24880
11617;High School DxD;Comedy, Demons, Ecchi, Harem, Romance, School;TV;12;770;398660
10935;Hourou Musuko Specials;Drama, School;Special;2;770;4714
914;Ike! Ina-chuu Takkyuubu;Comedy, Ecchi, School, Sports;TV;26;770;7988
24781;Imawa no Kuni no Alice (OVA);Action, Psychological, Shounen, Supernatural, Thriller;OVA;3;770;18351
21327;Isshuukan Friends.;Comedy, School, Shounen, Slice of Life;TV;12;770;139601
10568;Kamisama no Memochou;Mystery;TV;12;770;130502
1087;Kimagure Orange?Road;Comedy, Drama, Romance, School, Shounen, Slice of Life, Super Power;TV;48;770;16012
33605;Ling Qi;Action, Comedy, Magic, Supernatural;ONA;20;769;2673
15051;Love Live! School Idol Project;Music, School, Slice of Life;TV;13;770;155281
11933;Oda Nobuna no Yabou;Comedy, Historical, Romance;TV;12;770;133216
23301;Pokemon XY: Mega Evolution;Action, Adventure, Comedy, Fantasy, Kids;Special;4;770;10227
5493;Ranma ½: Akumu! Shunmin Kou;Action, Comedy, Martial Arts, Shounen, Supernatural;OVA;1;770;7064
23775;Shingeki no Kyojin Movie 1: Guren no Yumiya;Action, Drama, Fantasy, Shounen, Super Power;Movie;1;770;31990
9751;Strike Witches Movie;Action, Ecchi, Magic, Military, Sci-Fi;Movie;1;770;23856
969;Tsubasa Chronicle 2nd Season;Action, Adventure, Drama, Fantasy, Mystery, Romance, Shounen, Supernatural;TV;26;770;79166
32681;Uchuu Patrol Luluco;Action, Adventure, Comedy, Space;TV;13;770;50236
2202;Waga Seishun no Arcadia;Action, Adventure, Drama, Sci-Fi, Space;Movie;1;770;4415
7762;Yondemasu yo, Azazel-san.;Comedy, Demons, Supernatural;OVA;4;770;18400
10495;Yuru Yuri;Comedy, School, Shoujo Ai, Slice of Life;TV;12;770;148140
880;Aa! Megami-sama!: Sorezore no Tsubasa;Comedy, Magic, Romance, Seinen, Supernatural;TV;22;769;42026
15061;Aikatsu!;Music, School, Shoujo, Slice of Life;TV;178;769;16990
857;Air Gear;Action, Comedy, Ecchi, Shounen, Sports;TV;25;769;194611
110;Chuuka Ichiban!;Action, Comedy, Drama, Shounen;TV;52;769;8586
23251;Gugure! Kokkuri-san;Comedy, Shounen, Supernatural;TV;12;769;87824
587;Hanbun no Tsuki ga Noboru Sora;Comedy, Drama, Romance;TV;6;769;65125
12725;Initial D: Project D to the Next Stage - Project D e Mukete;Action, Cars, Drama, Seinen, Sports;Special;1;769;3150
11013;Inu x Boku SS;Comedy, Romance, Shounen, Supernatural;TV;12;769;216204
452;InuYasha: Toki wo Koeru Omoi;Adventure, Comedy, Demons, Drama, Fantasy, Historical, Romance, Shounen, Super Power;Movie;1;769;51354
1579;Kiniro no Corda: Primo Passo;Comedy, Drama, Harem, Magic, Music, Romance, School, Shoujo;TV;25;769;63134
32869;Kuroko no Basket Movie 1: Winter Cup Soushuuhen - Kage to Hikari;School, Shounen, Sports;Movie;1;769;7573
6793;Kuroshitsuji Special;Comedy, Demons, Parody;Special;1;769;53706
6172;Layton Kyouju to Eien no Utahime;Mystery;Movie;1;769;12867
21105;Love Stage!!;Comedy, Romance, Shounen Ai;TV;10;769;83397
194;Macross Zero;Adventure, Mecha, Military, Sci-Fi, Shounen;OVA;5;769;23568
3001;Moyashimon;Comedy, School, Supernatural;TV;11;769;44465
8190;Nodame Cantabile OVA 2;Comedy, Josei, Romance;OVA;1;769;17226
23277;Saenai Heroine no Sodatekata;Comedy, Ecchi, Harem, Romance, School;TV;12;769;155795
2498;Slam Dunk: Shouhoku Saidai no Kiki! Moero Sakuragi Hanamichi;Comedy, Drama, School, Shounen, Slice of Life, Sports;Movie;1;769;7834
25729;Tamayura: Sotsugyou Shashin Part 1 - Kizashi;Comedy, Drama, Slice of Life;Movie;1;769;4467
4654;Toaru Majutsu no Index;Action, Magic, Sci-Fi, Super Power;TV;24;769;313114
18139;Tonari no Seki-kun;Comedy, School, Seinen;TV;21;769;82568
16005;Zettai Karen Children: The Unlimited - Hyoubu Kyousuke;Shounen, Supernatural;TV;12;769;61919
32015;Ajin OVA;Action, Horror, Mystery, Seinen, Supernatural;OVA;3;768;15613
22147;Amagi Brilliant Park;Comedy, Magic;TV;13;768;217003
1946;Ashita no Nadja;Adventure, Drama, Historical, Romance, Shoujo;TV;50;768;13742
67;Basilisk: Kouga Ninpou Chou;Action, Adventure, Fantasy, Historical, Romance, Samurai, Supernatural;TV;24;768;98144
32365;Boruto: Naruto the Movie - Naruto ga Hokage ni Natta Hi;Action, Comedy, Martial Arts, Shounen, Super Power;Special;1;768;16868
14345;Btooom!;Action, Psychological, Sci-Fi, Seinen;TV;12;768;329561
11359;Dragon Ball Kai: Mirai ni Heiwa wo! Goku no Tamashii yo Eien ni;Action, Comedy, Fantasy, Sci-Fi, Shounen, Super Power;Special;1;768;17166
428;Kaleido Star: Aratanaru Tsubasa - Extra Stage;Adventure, Comedy, Drama, Shoujo;OVA;1;768;9248
4188;Mahou Sensei Negima! Shiroki Tsubasa Ala Alba;Adventure, Comedy, Ecchi, Harem, Magic, Romance, Shounen, Supernatural, Vampire;OVA;3;768;15616
340;Mutsu Enmei Ryuu Gaiden: Shura no Toki;Action, Historical, Martial Arts, Samurai, Shounen;TV;26;768;13959
10588;Persona 4 the Animation;Adventure, Mystery, School, Sci-Fi, Super Power, Supernatural;TV;25;768;134942
5958;Sora no Otoshimono;Comedy, Ecchi, Harem, Romance, Sci-Fi, Shounen, Supernatural;TV;13;768;227681
14669;Aura: Maryuuin Kouga Saigo no Tatakai;Comedy, Drama, Romance, School, Supernatural;Movie;1;767;22599
1478;City Hunter: Goodbye My Sweetheart;Adventure, Comedy, Shounen;Special;1;767;2832
8331;Detective Conan Magic File 4: Osaka Okonomiyaki Odyssey;Comedy, Mystery, Police, Shounen;OVA;1;767;6460
455;Fantastic Children;Adventure, Fantasy, Mystery, Romance, Sci-Fi;TV;26;767;17773
18507;Free!;Comedy, School, Slice of Life, Sports;TV;12;767;265791
27411;Ghost in the Shell (2015);Action, Mecha, Police, Psychological, Sci-Fi;Movie;1;767;19872
17729;Grisaia no Kajitsu;Drama, Harem, Psychological, Romance, School;TV;13;767;178166
26023;Haiyore! Nyaruko-san F;Comedy, Parody, Romance, Sci-Fi;OVA;1;767;19620
21075;Hetalia: The Beautiful World Extra Disc;Comedy, Historical, Parody;OVA;1;767;4788
8217;Jewelpet Twinkle?;Fantasy, Magic, School, Shoujo;TV;52;767;4110
617;Juubee Ninpuuchou;Adventure, Fantasy, Historical, Horror, Romance, Shounen, Supernatural;Movie;1;767;55697
31798;Kiznaiver;Drama, Sci-Fi;TV;12;767;197912
8841;Kore wa Zombie Desu ka?;Action, Comedy, Ecchi, Harem, Magic, Supernatural;TV;12;767;295782
9396;Mitsudomoe Special;Comedy, School, Slice of Life;Special;1;767;11354
11371;New Prince of Tennis;Action, Comedy, Shounen, Sports;TV;13;767;30630
32542;Sakamoto desu ga?;Comedy, School, Seinen;TV;12;767;171452
5306;"Tales of Symphonia The Animation: Tethe&#039;alla-hen";Action, Adventure, Fantasy, Magic, Martial Arts, Shounen;OVA;4;767;20355
2268;Tatakae! Chou Robot Seimeitai Transformers;Adventure, Mecha, Sci-Fi, Shounen;TV;98;767;5652
177;Tsubasa Chronicle;Action, Adventure, Fantasy, Magic, Romance, Shounen, Supernatural;TV;26;767;134705
22729;Aldnoah.Zero;Action, Mecha, Sci-Fi;TV;12;766;244193
4835;Bleach Movie 3: Fade to Black - Kimi no Na wo Yobu;Action, Comedy, Shounen, Super Power, Supernatural;Movie;1;766;122373
8888;Code Geass: Boukoku no Akito 1 - Yokuryuu wa Maiorita;Action, Mecha, Military, Sci-Fi;Movie;1;766;91105
5348;Detective Conan Magic File 2: Kudou Shinichi - The Case of the Mysterious Wall and the Black Lab;Adventure, Comedy, Mystery, Police, Shounen;OVA;1;766;7726
9786;Detective Conan: Conan vs. Kid - Jet Black Sniper;Adventure, Comedy, Mystery, Police, Shounen;Movie;1;766;2119
25687;Digimon Adventure tri. 1: Saikai;Action, Adventure, Comedy, Drama;Movie;1;766;58274
31552;Durarara!!x2 Ten: Onoroke Chakapoko;Action, Mystery, Supernatural;Special;1;766;16171
14131;Girls und Panzer;Military, School;TV;12;766;104275
2002;Heroic Age;Action, Mecha, Military, Sci-Fi, Space;TV;26;766;62530
145;Kareshi Kanojo no Jijou;Comedy, Drama, Romance, School, Shoujo, Slice of Life;TV;26;766;94165
5290;Keroro Gunsou Movie 3: Tenkuu Daikessen de Arimasu!;Comedy, Sci-Fi, Shounen;Movie;1;766;2430
250;Konjiki no Gash Bell!!;Adventure, Comedy, Magic, Shounen, Supernatural;TV;150;766;51403
23321;Log Horizon 2nd Season;Action, Adventure, Fantasy, Game, Magic, Shounen;TV;25;766;215817
2743;Mobile Suit Gundam Seed: Seed Supernova - Tanekyara Gekijou;Comedy, Parody;Special;4;766;5508
3626;Mobile Suit Gundam Wing: Operation Meteor;Action, Adventure, Drama, Mecha, Military, Psychological, Sci-Fi, Space;OVA;4;766;6768
10020;Ore no Imouto ga Konnani Kawaii Wake ga Nai Specials;Comedy, Seinen, Slice of Life;ONA;4;766;101495
1873;Plawres Sanshirou;Adventure, Mecha, School, Sci-Fi, Shounen, Sports;TV;37;766;1718
528;Pokemon: Mewtwo no Gyakushuu;Action, Adventure, Comedy, Drama, Fantasy, Kids;Movie;1;766;100089
2562;Shion no Ou;Drama, Game, Mystery, Thriller;TV;22;766;20553
1861;Slam Dunk: Zenkoku Seiha Da! Sakuragi Hanamichi;Comedy, Drama, School, Shounen, Slice of Life, Sports;Movie;1;766;7992
8995;Tales of Symphonia The Animation: Sekai Tougou-hen;Action, Adventure, Fantasy, Magic, Martial Arts, Shounen;OVA;3;766;14036
17437;The iDOLM@STER Movie: Kagayaki no Mukougawa e!;Comedy, Drama, Music;Movie;1;766;12262
32673;Udon no Kuni no Kiniro Kemari;Fantasy, Seinen, Slice of Life;TV;12;766;33885
1985;UFO Robo Grendizer;Mecha, Sci-Fi, Shounen;TV;74;766;4381
304;Aa! Megami-sama! Movie;Comedy, Magic, Romance, Seinen, Supernatural;Movie;1;765;29330
12291;Acchi Kocchi (TV);Comedy, Romance, School, Seinen, Slice of Life;TV;12;765;127973
1488;Area 88;Action, Adventure, Drama, Military, Romance;OVA;3;765;6645
4182;Darker than Black: Kuro no Keiyakusha Special;Comedy, Parody, Sci-Fi;Special;1;765;87609
9839;Detective Conan: Black History 2;Adventure, Comedy, Mystery, Police, Shounen;Special;1;765;2718
874;Digimon Tamers;Adventure, Comedy, Drama, Fantasy, Shounen;TV;51;765;94391
2673;Doraemon Movie 27: Nobita no Shin Makai Daibouken - 7-nin no Mahoutsukai;Adventure, Comedy, Fantasy;Movie;1;765;1583
31376;Flying Witch;Comedy, Magic, Shounen, Slice of Life, Supernatural;TV;12;765;95933
1251;Fushigi no Umi no Nadia;Adventure, Comedy, Historical, Romance, Sci-Fi;TV;39;765;24229
32215;High School DxD BorN: Yomigaeranai Fushichou;Action, Comedy, Demons, Ecchi, Harem, Romance, School;OVA;1;766;22497
2012;Jigoku Sensei Nube;Adventure, Comedy, Horror, Romance, School, Shounen, Supernatural;TV;49;765;8908
2848;Kappa no Coo to Natsuyasumi;Adventure, Shounen;Movie;1;765;6953
15813;Majokko Shimai no Yoyo to Nene;Fantasy, Magic;Movie;1;765;8698
5162;Minami-ke Okaeri;Comedy, School, Slice of Life;TV;13;765;45233
13245;New Prince of Tennis Specials;Action, Comedy, Shounen, Sports;Special;7;765;5524
3673;Nijuu Mensou no Musume;Action, Adventure, Mystery;TV;22;765;21009
21667;Non Non Biyori: Okinawa e Ikukoto ni Natta;Comedy, School, Seinen, Slice of Life;OVA;1;765;25169
3848;One Piece Movie 9: Episode of Chopper Plus - Fuyu ni Saku, Kiseki no Sakura;Action, Adventure, Comedy, Fantasy, Shounen, Super Power;Movie;1;765;29771
26243;Owari no Seraph;Action, Drama, Shounen, Supernatural, Vampire;TV;12;765;315630
5419;Paniponi Dash!: Danjite Okonaeba Kishin mo Kore wo Saku;Comedy, Parody, School;Special;1;765;6929
46;Rurouni Kenshin: Meiji Kenkaku Romantan - Ishinshishi e no Chinkonka;Drama, Historical, Samurai, Shounen;Movie;1;765;33191
16241;Yondemasu yo, Azazel-san. Z;Comedy, Demons, Supernatural;TV;13;765;20640
2198;Aa! Megami-sama!: Sorezore no Tsubasa Specials;Comedy, Magic, Romance, Seinen, Supernatural;Special;2;764;16986
1239;Bishoujo Senshi Sailor Moon SuperS;Drama, Magic, Romance, Shoujo;TV;39;764;55056
2768;CLAMP in Wonderland 2;Action, Comedy, Drama, Fantasy, Magic, Music, Romance;Music;1;764;13985
2514;Detective Conan OVA 04: Conan and Kid and Crystal Mother;Adventure, Mystery, Police, Shounen;OVA;1;764;8974
1394;Future GPX Cyber Formula Saga;Drama, Sci-Fi, Shounen, Sports;OVA;8;764;1040
17187;Ghost in the Shell: Arise - Border:1 Ghost Pain;Mecha, Police, Psychological, Sci-Fi;Movie;1;764;31747
11663;Hakuouki OVA;Action, Drama, Historical, Samurai, Supernatural;OVA;2;764;7791
270;Hellsing;Action, Horror, Seinen, Supernatural, Vampire;TV;13;764;308995
1356;Hokuto no Ken 2;Action, Drama, Martial Arts, Super Power;TV;43;764;11090
6553;Junjou Romantica Special;Comedy, Romance, Shounen Ai;Special;1;764;17378
1567;Kaitou Saint Tail;Adventure, Magic, Romance, Shoujo;TV;43;764;8794
15437;Kore wa Zombie Desu ka? of the Dead OVA;Action, Comedy, Ecchi, Harem, Magic, Supernatural;OVA;1;764;54828
13655;Little Busters!;Comedy, Drama, School, Slice of Life, Supernatural;TV;26;764;138655
334;Marmalade Boy;Comedy, Drama, Romance, Shoujo;TV;76;764;24745
7651;"Ningen Shikkaku: Director&#039;s Cut-ban";Drama, Historical, Psychological, Seinen;Movie;1;764;4292
1029;Omoide Poroporo;Drama, Romance, Slice of Life;Movie;1;764;39589
209;R.O.D the TV;Action, Adventure, Comedy, Drama, Sci-Fi, Super Power;TV;26;764;47053
15775;Saint?Oniisan;Comedy, Seinen, Slice of Life;OVA;2;764;33668
10469;Sayonara Zetsubou Sensei Special;Comedy, Mystery, Parody;Special;1;763;9669
16524;Suisei no Gargantia;Action, Adventure, Mecha, Sci-Fi;TV;13;764;170754
10714;Towa no Quon 3: Mugen no Renza;Action, Super Power, Supernatural;Movie;1;764;19053
